"","Primary Type","Location Description","Arrest","Domestic","District","Hour","DayofWeek"
"507","Disturbing the Peace","Government Building/Land","Yes","No","24","8","Saturday"
"508","Battery","Street","No","No","20","2","Sunday"
"509","Drugs/Alcohol","Street","Yes","No","5","15","Monday"
"510","Damage","Street","Yes","No","7","0","Sunday"
"511","Damage","Residential","No","No","6","0","Friday"
"512","Trespass","Street","No","No","16","4","Saturday"
"513","Fraud","Residential","No","Yes","5","0","Friday"
"514","Theft","Other","No","No","20","18","Monday"
"515","Drugs/Alcohol","Street","Yes","No","22","15","Thursday"
"516","Assault","Street","No","No","11","7","Friday"
"517","Burglary","Residential","No","Yes","4","20","Monday"
"518","Battery","Residential","No","No","8","1","Tuesday"
"519","Damage","Residential","No","Yes","4","9","Thursday"
"520","Assault","Business/Retail/Resturant","No","No","2","14","Thursday"
"521","Theft","Business/Retail/Resturant","No","No","5","0","Thursday"
"522","Weapons","Residential","No","No","7","21","Monday"
"523","Damage","Business/Retail/Resturant","Yes","No","2","11","Thursday"
"524","Damage","Residential","No","No","14","21","Saturday"
"525","Drugs/Alcohol","Street","Yes","No","25","19","Saturday"
"526","Battery","Street","No","Yes","7","3","Saturday"
"527","Damage","Street","No","No","9","0","Friday"
"528","Theft","Business/Retail/Resturant","Yes","No","1","14","Thursday"
"529","Damage","Residential","No","No","12","12","Monday"
"530","Drugs/Alcohol","Street","Yes","No","11","10","Monday"
"531","Battery","Residential","No","No","15","18","Tuesday"
"532","Other","Residential","No","Yes","25","12","Monday"
"533","Damage","Business/Retail/Resturant","Yes","No","20","23","Friday"
"534","Sexual","Street","No","No","25","23","Wednesday"
"535","Theft","Residential","No","No","16","8","Wednesday"
"536","Assault","Residential","No","No","3","15","Tuesday"
"537","Damage","Business/Retail/Resturant","No","No","1","3","Saturday"
"538","Damage","Street","No","No","19","19","Thursday"
"539","Battery","Street","No","Yes","25","16","Monday"
"540","Theft","Street","No","No","19","9","Wednesday"
"541","Assault","Public Transportation","Yes","No","16","5","Saturday"
"542","Battery","Residential","No","Yes","11","7","Wednesday"
"543","Theft","Residential","No","No","15","11","Monday"
"544","Weapons","Residential","Yes","No","10","0","Saturday"
"545","Assault","Residential","No","No","10","9","Thursday"
"546","Auto Theft","Street","No","No","25","22","Thursday"
"547","Weapons","Street","Yes","No","4","23","Thursday"
"548","Assault","Residential","No","No","11","15","Sunday"
"549","Battery","Residential","No","Yes","2","16","Friday"
"550","Burglary","Residential","No","No","19","19","Thursday"
"551","Assault","Residential","No","No","11","17","Wednesday"
"552","Auto Theft","Residential","No","No","7","12","Wednesday"
"553","Damage","Street","No","No","2","18","Wednesday"
"554","Damage","Business/Retail/Resturant","No","No","14","4","Saturday"
"555","Assault","Residential","No","Yes","8","17","Monday"
"556","Burglary","Residential","No","No","9","17","Friday"
"557","Battery","Residential","No","Yes","25","20","Monday"
"558","Theft","Street","No","No","1","14","Sunday"
"559","Other","Residential","No","No","7","0","Thursday"
"560","Other","Business/Retail/Resturant","No","No","1","18","Tuesday"
"561","Theft","Residential","No","No","14","10","Saturday"
"562","Drugs/Alcohol","Business/Retail/Resturant","Yes","No","2","16","Thursday"
"563","Other","Residential","No","Yes","6","0","Saturday"
"564","Burglary","Residential","No","No","20","9","Monday"
"565","Theft","Street","No","No","11","20","Thursday"
"566","Fraud","Residential","No","No","15","12","Monday"
"567","Battery","School/College","No","No","16","8","Monday"
"568","Assault","Residential","No","No","4","13","Wednesday"
"569","Battery","Residential","No","No","14","8","Saturday"
"570","Battery","School/College","No","No","5","20","Monday"
"571","Fraud","Other","No","No","1","17","Monday"
"572","Damage","Street","No","No","3","15","Friday"
"573","Battery","Street","No","No","9","10","Thursday"
"574","Assault","Government Building/Land","No","No","10","16","Monday"
"575","Fraud","Other","No","No","25","0","Monday"
"576","Theft","Street","No","No","12","15","Saturday"
"577","Auto Theft","Business/Retail/Resturant","No","No","3","22","Thursday"
"578","Theft","Street","No","No","2","21","Sunday"
"579","Theft","Business/Retail/Resturant","No","No","9","11","Sunday"
"580","Theft","Business/Retail/Resturant","No","No","19","14","Tuesday"
"581","Fraud","Public Transportation","Yes","No","18","17","Saturday"
"582","Battery","Residential","No","No","10","22","Tuesday"
"583","Battery","Medical/Hospital","No","No","15","6","Sunday"
"584","Robbery","Residential","No","No","5","23","Thursday"
"585","Theft","Street","No","No","1","5","Friday"
"586","Drugs/Alcohol","Street","Yes","No","11","1","Wednesday"
"587","Auto Theft","Street","No","No","11","22","Friday"
"588","Drugs/Alcohol","Street","Yes","No","12","18","Monday"
"589","Theft","Street","No","No","18","6","Tuesday"
"590","Weapons","Residential","Yes","No","7","8","Wednesday"
"591","Other","Residential","No","Yes","5","0","Monday"
"592","Battery","Residential","Yes","No","10","2","Sunday"
"593","Drugs/Alcohol","Street","Yes","No","11","19","Friday"
"594","Other","School/College","No","Yes","18","16","Monday"
"595","Battery","Residential","Yes","No","7","11","Tuesday"
"596","Theft","Street","No","No","20","20","Saturday"
"597","Burglary","Residential","No","No","8","1","Tuesday"
"598","Battery","Street","No","No","11","22","Tuesday"
"599","Theft","Street","No","No","1","13","Monday"
"600","Trespass","Residential","No","No","14","20","Monday"
"601","Theft","Residential","No","No","8","21","Friday"
"602","Weapons","Residential","Yes","No","7","19","Friday"
"603","Other","Residential","Yes","No","10","0","Sunday"
"604","Burglary","Residential","No","No","8","17","Thursday"
"605","Damage","Street","No","No","3","19","Saturday"
"606","Battery","Residential","No","No","15","10","Thursday"
"607","Assault","Street","No","No","17","16","Thursday"
"608","Assault","Other","No","No","7","4","Saturday"
"609","Assault","Street","No","No","6","0","Tuesday"
"610","Battery","Street","No","No","24","2","Sunday"
"611","Other","Street","Yes","Yes","4","1","Saturday"
"612","Trespass","Business/Retail/Resturant","No","No","2","13","Tuesday"
"613","Fraud","Street","No","No","9","14","Sunday"
"614","Burglary","Residential","No","No","7","22","Tuesday"
"615","Battery","Residential","No","Yes","17","14","Thursday"
"616","Theft","Residential","No","No","12","18","Thursday"
"617","Theft","Street","Yes","No","3","20","Wednesday"
"618","Damage","Street","No","No","3","14","Sunday"
"619","Other","Residential","No","No","4","5","Sunday"
"620","Battery","Government Building/Land","No","No","10","21","Sunday"
"621","Auto Theft","Street","No","No","17","22","Monday"
"622","Theft","Business/Retail/Resturant","No","No","18","12","Wednesday"
"623","Theft","Street","No","No","12","12","Sunday"
"624","Sexual","Public Transportation","No","No","18","7","Wednesday"
"625","Drugs/Alcohol","Street","Yes","No","15","20","Friday"
"626","Damage","Residential","No","No","22","3","Wednesday"
"627","Assault","Street","No","No","8","20","Wednesday"
"628","Assault","Street","Yes","No","16","8","Thursday"
"629","Battery","Residential","No","No","5","1","Wednesday"
"630","Burglary","Residential","No","No","8","15","Thursday"
"631","Theft","Business/Retail/Resturant","No","No","12","16","Sunday"
"632","Theft","Street","No","No","24","19","Tuesday"
"633","Theft","Residential","No","No","8","11","Thursday"
"634","Battery","Street","No","No","18","23","Friday"
"635","Damage","Street","No","No","3","16","Friday"
"636","Fraud","Residential","No","No","19","9","Thursday"
"637","Other","Residential","Yes","Yes","8","8","Wednesday"
"638","Theft","Residential","No","No","15","8","Wednesday"
"639","Fraud","Street","No","No","5","18","Tuesday"
"640","Assault","Street","No","No","2","9","Tuesday"
"641","Burglary","Medical/Hospital","No","No","19","7","Saturday"
"642","Damage","Residential","No","No","8","5","Wednesday"
"643","Damage","Residential","No","Yes","5","17","Friday"
"644","Drugs/Alcohol","Street","Yes","No","9","21","Thursday"
"645","Robbery","Street","No","No","17","23","Tuesday"
"646","Drugs/Alcohol","Street","Yes","No","6","19","Friday"
"647","Battery","Residential","Yes","Yes","25","0","Friday"
"648","Damage","Street","No","No","12","0","Friday"
"649","Fraud","Other","No","No","25","13","Friday"
"650","Burglary","Residential","No","No","6","12","Tuesday"
"651","Battery","Residential","No","No","6","16","Saturday"
"652","Burglary","Business/Retail/Resturant","No","No","25","5","Monday"
"653","Fraud","Public Transportation","No","No","1","14","Wednesday"
"654","Theft","Public Transportation","No","No","1","20","Monday"
"655","Other","Residential","No","No","7","23","Tuesday"
"656","Drugs/Alcohol","Government Building/Land","Yes","No","18","16","Sunday"
"657","Theft","Vehicle/Boat","No","No","10","11","Monday"
"658","Trespass","Street","Yes","No","9","20","Monday"
"659","Drugs/Alcohol","Business/Retail/Resturant","Yes","No","18","13","Saturday"
"660","Damage","Residential","No","No","3","11","Friday"
"661","Damage","Street","No","No","1","3","Friday"
"662","Assault","Street","No","No","1","14","Tuesday"
"663","Damage","Street","No","No","6","10","Thursday"
"664","Trespass","Business/Retail/Resturant","Yes","No","11","22","Monday"
"665","Robbery","Street","No","No","1","13","Friday"
"666","Assault","Residential","No","No","10","12","Sunday"
"667","Damage","Street","No","No","12","20","Sunday"
"668","Damage","Residential","No","No","6","20","Sunday"
"669","Fraud","Residential","No","No","1","18","Friday"
"670","Disturbing the Peace","Street","Yes","No","10","19","Monday"
"671","Theft","Residential","No","No","8","5","Wednesday"
"672","Fraud","Residential","No","No","24","0","Wednesday"
"673","Theft","Residential","No","No","1","15","Thursday"
"674","Battery","Other","No","No","14","5","Tuesday"
"675","Theft","Business/Retail/Resturant","No","No","9","10","Monday"
"676","Theft","Street","No","No","8","4","Thursday"
"677","Burglary","Residential","No","No","8","13","Wednesday"
"678","Trespass","Residential","Yes","No","24","12","Tuesday"
"679","Other","Residential","Yes","Yes","10","23","Friday"
"680","Other","Street","No","Yes","11","12","Sunday"
"681","Assault","Vehicle/Boat","No","No","25","12","Wednesday"
"682","Theft","Business/Retail/Resturant","No","No","1","8","Monday"
"683","Battery","Residential","No","No","22","16","Monday"
"684","Theft","Residential","Yes","No","8","14","Sunday"
"685","Burglary","Residential","No","No","6","0","Tuesday"
"686","Battery","Residential","No","Yes","8","12","Tuesday"
"687","Battery","Business/Retail/Resturant","No","No","22","7","Tuesday"
"688","Theft","Business/Retail/Resturant","No","No","1","13","Thursday"
"689","Sexual","Residential","No","No","9","8","Sunday"
"690","Theft","Business/Retail/Resturant","No","No","1","16","Sunday"
"691","Fraud","Residential","No","No","25","15","Thursday"
"692","Burglary","Residential","Yes","Yes","11","4","Thursday"
"693","Auto Theft","Street","No","No","12","18","Saturday"
"694","Theft","Other","No","No","8","15","Tuesday"
"695","Burglary","Residential","No","No","9","8","Monday"
"696","Drugs/Alcohol","Street","Yes","No","14","20","Friday"
"697","Assault","Residential","No","No","1","18","Sunday"
"698","Damage","Residential","No","Yes","7","18","Wednesday"
"699","Assault","Street","No","No","10","19","Sunday"
"700","Sexual","Medical/Hospital","No","No","10","6","Saturday"
"701","Battery","Street","No","Yes","25","21","Thursday"
"702","Robbery","Street","No","No","9","5","Wednesday"
"703","Theft","Business/Retail/Resturant","No","No","14","3","Saturday"
"704","Burglary","Residential","No","No","8","9","Saturday"
"705","Theft","Street","No","No","19","4","Friday"
"706","Battery","Street","No","Yes","24","8","Sunday"
"707","Battery","Residential","No","Yes","2","15","Wednesday"
"708","Auto Theft","Street","Yes","No","5","19","Monday"
"709","Fraud","School/College","Yes","No","22","18","Friday"
"710","Theft","Business/Retail/Resturant","No","No","18","14","Friday"
"711","Damage","Residential","No","No","5","9","Tuesday"
"712","Damage","Street","Yes","Yes","6","7","Saturday"
"713","Other","Residential","No","No","25","0","Sunday"
"714","Theft","Business/Retail/Resturant","No","No","1","12","Monday"
"715","Assault","Other","No","No","25","10","Friday"
"716","Auto Theft","Street","No","No","9","21","Friday"
"717","Damage","Residential","No","No","11","1","Friday"
"718","Theft","Business/Retail/Resturant","No","No","1","9","Saturday"
"719","Fraud","Business/Retail/Resturant","No","No","6","6","Saturday"
"720","Trespass","Residential","No","No","5","12","Sunday"
"721","Robbery","Street","No","No","8","21","Thursday"
"722","Theft","Business/Retail/Resturant","No","No","1","13","Wednesday"
"723","Robbery","Street","No","No","15","5","Sunday"
"724","Theft","Residential","No","Yes","22","0","Tuesday"
"725","Theft","Street","No","No","3","17","Tuesday"
"726","Theft","Public Transportation","No","No","1","7","Thursday"
"727","Damage","Residential","No","No","4","20","Monday"
"728","Battery","Residential","No","Yes","6","5","Tuesday"
"729","Burglary","Other","No","No","20","22","Friday"
"730","Assault","Residential","No","No","6","13","Thursday"
"731","Burglary","Residential","No","No","4","14","Wednesday"
"732","Theft","Residential","No","No","16","17","Wednesday"
"733","Battery","Street","Yes","No","9","2","Thursday"
"734","Theft","Business/Retail/Resturant","Yes","No","1","15","Monday"
"735","Auto Theft","Vehicle/Boat","No","No","8","18","Friday"
"736","Battery","Street","No","No","17","14","Thursday"
"737","Theft","Residential","No","No","16","11","Saturday"
"738","Battery","Residential","No","No","4","19","Saturday"
"739","Battery","School/College","No","No","25","15","Monday"
